key,fare_amount
2015-01-27 13:08:24.0000002,9.053627183202149
2015-01-27 13:08:24.0000003,9.616456582746782
2011-10-08 11:53:44.0000002,7.391935427387073
2012-12-01 21:12:12.0000002,8.289384049878256
2012-12-01 21:12:12.0000003,12.15584685976969
2012-12-01 21:12:12.0000005,8.948322259287739
2011-10-06 12:10:20.0000001,7.1716177966771095
2011-10-06 12:10:20.0000003,47.42972716955744
2011-10-06 12:10:20.0000002,10.944703636189343
2014-02-18 15:22:20.0000002,8.81372415189995
2014-02-18 15:22:20.0000003,9.532076069148458
2014-02-18 15:22:20.0000001,12.41411844728949
2010-03-29 20:20:32.0000002,6.916830726499191
2010-03-29 20:20:32.0000001,7.0266374930196145
2011-10-06 03:59:12.0000002,7.726671379278365
2011-10-06 03:59:12.0000001,10.263486210826974
2012-07-15 16:45:04.0000006,7.007102238697013
2012-07-15 16:45:04.0000002,8.371899304515695
2012-07-15 16:45:04.0000003,7.305238259975871
2012-07-15 16:45:04.0000004,7.404002851762063
2014-10-29 02:09:56.0000001,10.734824309429719
2014-06-14 13:39:00.00000010,9.187120907833876
2014-06-14 13:39:00.00000060,8.690774178024306
2014-06-14 13:39:00.00000087,8.585652541712125
2014-06-14 13:39:00.00000050,18.879950196622477
2014-06-14 13:39:00.0000003,8.666035428836565
2014-06-14 13:39:00.000000158,29.607134875552326
2014-06-14 13:39:00.00000015,24.28525656104294
2014-06-14 13:39:00.00000073,7.895862053658676
2014-06-14 13:39:00.00000077,14.84087029242287
2014-06-14 13:39:00.000000145,8.943481087281109
2014-06-14 13:39:00.00000079,8.413510252471326
2014-06-14 13:39:00.000000121,8.249051807561827
2014-06-14 13:39:00.00000021,9.444845338138082
2014-06-14 13:39:00.0000005,8.300303084944282
2014-06-14 13:39:00.000000165,8.621481778937724
2014-06-14 13:39:00.000000184,8.735617884293017
2014-06-14 13:39:00.00000059,8.342000029244767
2014-06-14 13:39:00.00000070,9.240083201873167
2014-06-14 13:39:00.00000068,7.790030716341061
2014-06-14 13:39:00.000000133,16.128186311066052
2014-06-14 13:39:00.000000128,9.491289375371704
2014-06-14 13:39:00.000000136,19.305441941848155
2014-06-14 13:39:00.00000017,9.010220063589244
2014-06-14 13:39:00.000000111,8.706363252166332
2014-06-14 13:39:00.000000115,8.897742900192096
2014-06-14 13:39:00.000000168,8.372903290685503
2014-06-14 13:39:00.00000031,8.753148360540505
2014-06-14 13:39:00.000000116,8.238577423633583
2014-06-14 13:39:00.00000051,8.581589691193386
2014-06-14 13:39:00.000000193,10.359323292550357
2014-06-14 13:39:00.000000132,10.996533110470814
2014-06-14 13:39:00.000000167,18.987603940393623
2014-06-14 13:39:00.00000044,8.668548582638955
2014-06-14 13:39:00.000000138,8.332119397113658
2014-06-14 13:39:00.00000066,11.614005545040131
2014-06-14 13:39:00.00000063,9.885925135775874
2014-06-14 13:39:00.000000154,9.884512341425753
2014-06-14 13:39:00.00000097,10.715895928643722
2014-06-14 13:39:00.00000067,10.06001479771932
2014-06-14 13:39:00.000000179,9.724354339007396
2014-06-14 13:39:00.00000092,9.070730425782818
2014-06-14 13:39:00.00000029,8.730174880652331
2014-06-14 13:39:00.000000177,8.566872491628427
2014-06-14 13:39:00.000000192,8.772290471819149
2014-06-14 13:39:00.000000181,8.69309650288833
2014-06-14 13:39:00.000000120,8.943421391884142
2014-06-14 13:39:00.0000008,8.644441649192029
2014-06-14 13:39:00.000000103,8.680881196036152
2014-06-14 13:39:00.00000049,13.264311810524546
2014-06-14 13:39:00.000000108,8.359649591021956
2014-06-14 13:39:00.00000072,8.753148360540505
2014-06-14 13:39:00.000000182,9.646268566377717
2014-06-14 13:39:00.00000061,8.755395098213578
2014-06-14 13:39:00.00000093,9.267135904367743
2014-06-14 13:39:00.000000170,12.143102226953774
2014-06-14 13:39:00.000000147,48.4471186342908
2014-06-14 13:39:00.000000140,8.653831383073996
2014-06-14 13:39:00.000000159,8.668548582638955
2014-06-14 13:39:00.00000012,8.264628085728667
2014-06-14 13:39:00.00000025,8.808405348895878
2014-06-14 13:39:00.000000156,7.9441860379111295
2014-06-14 13:39:00.000000152,8.798462571008416
2014-06-14 13:39:00.000000129,9.390502691719625
2014-06-14 13:39:00.000000119,19.22206411774523
2014-06-14 13:39:00.000000118,8.563944484102857
2014-06-14 13:39:00.00000076,8.739487255223338
2014-06-14 13:39:00.000000135,8.730174880652331
2014-06-14 13:39:00.00000023,15.138009562050511
2014-06-14 13:39:00.00000082,9.396275792896757
2014-06-14 13:39:00.000000125,9.767413418230927
2014-06-14 13:39:00.00000075,9.280588470277674
2014-06-14 13:39:00.000000124,8.590702976042543
2014-06-14 13:39:00.000000172,8.668622305849182
2014-06-14 13:39:00.00000024,11.639377575214782
2014-06-14 13:39:00.000000169,12.830019743075008
2014-06-14 13:39:00.00000052,12.053474463516464
2014-06-14 13:39:00.000000161,10.048658577680772
2014-06-14 13:39:00.00000038,8.878721358790992
2014-06-14 13:39:00.00000035,8.628121949217467
2014-06-14 13:39:00.00000053,11.165084969210357
2014-06-14 13:39:00.000000183,9.500251804457974
2014-06-14 13:39:00.000000131,55.13143031798969
2014-06-14 13:39:00.000000180,8.739487255223338
2014-06-14 13:39:00.000000130,8.570047945813181
2014-06-14 13:39:00.00000032,8.343934930985819
2014-06-14 13:39:00.000000148,9.72375878034788
2014-06-14 13:39:00.0000007,9.403618979464001
2014-06-14 13:39:00.00000095,10.102406270368379
2014-06-14 13:39:00.000000144,35.020701136788894
2014-06-14 13:39:00.000000141,25.980593704233428
2014-06-14 13:39:00.000000162,19.317418714907113
2014-06-14 13:39:00.00000018,9.154593979986839
2014-06-14 13:39:00.00000054,10.46978440339377
2014-06-14 13:39:00.00000040,8.799086039644475
2014-06-14 13:39:00.00000096,8.510857059561747
2014-06-14 13:39:00.00000055,25.214545579254867
2014-06-14 13:39:00.000000109,9.196597277432266
2014-06-14 13:39:00.000000151,8.674037837325521
2014-06-14 13:39:00.00000016,8.849782248832602
2014-06-14 13:39:00.00000062,11.781459974304576
2014-06-14 13:39:00.000000191,8.72536890540662
2014-06-14 13:39:00.00000034,9.89739137954429
2014-06-14 13:39:00.000000160,8.701339331270654
2014-06-14 13:39:00.00000013,8.404847198741535
2014-06-14 13:39:00.000000188,8.375192496660922
2014-06-14 13:39:00.00000086,9.044896944931047
2014-06-14 13:39:00.000000185,10.391478677986548
2014-06-14 13:39:00.00000074,9.051490531063294
2014-06-14 13:39:00.00000022,18.889859787799832
2014-06-14 13:39:00.00000036,8.10680155913573
2014-06-14 13:39:00.000000126,8.197571831540436
2014-06-14 13:39:00.000000190,8.482289044027494
2014-06-14 13:39:00.00000042,8.595927559058588
2014-06-14 13:39:00.000000178,8.698584094579893
2014-06-14 13:39:00.000000163,8.656812886722747
2014-06-14 13:39:00.00000020,9.68958222633289
2014-06-14 13:39:00.00000098,8.64451900850299
2014-06-14 13:39:00.000000114,19.359614773881532
2014-06-14 13:39:00.00000045,9.248185893418674
2014-06-14 13:39:00.00000094,8.144890164181898
2014-06-14 13:39:00.000000146,10.853737299816864
2014-06-14 13:39:00.00000033,8.735198801548009
2014-06-14 13:39:00.000000143,8.476914210896147
2014-06-14 13:39:00.000000107,8.739573446397676
2014-06-14 13:39:00.00000048,8.889703126136132
2014-06-14 13:39:00.00000043,10.547845782721408
2014-06-14 13:39:00.000000123,9.22569985441463
2014-06-14 13:39:00.000000134,8.328909857554597
2014-06-14 13:39:00.000000142,8.731291800867385
2014-06-14 13:39:00.000000122,10.116210600293387
2014-06-14 13:39:00.000000176,8.860867576754455
2011-12-12 09:42:12.0000004,7.36033647400577
2011-12-12 09:42:12.0000002,7.028184890717926
2011-12-12 09:42:12.0000001,10.664425136680805
2011-12-12 09:42:12.0000003,6.970551854139958
2011-12-12 09:42:12.0000005,7.75896371776862
2013-06-27 00:20:40.0000001,14.97811127475598
2013-06-27 00:20:40.0000003,9.5360526214443
2009-02-20 13:34:16.0000001,7.196601189906909
2009-02-20 13:34:16.0000002,11.200717283640662
2009-02-20 13:34:16.0000003,7.28121062751965
2010-08-22 21:14:08.0000001,28.94859490617528
2010-08-22 21:14:08.0000005,15.254172729208177
2010-08-22 21:14:08.0000003,7.134528968649247
2010-08-22 21:14:08.0000002,7.847150945643727
2012-08-06 08:58:08.0000002,7.5988639164109975
2012-08-06 08:58:08.0000001,16.530272260517062
2013-11-04 08:34:12.0000003,8.092687637691533
2013-11-04 08:34:12.0000001,9.132273198461213
2013-11-04 08:34:12.0000002,9.155637762516854
2011-06-24 20:34:48.0000002,7.6812922277283615
2011-06-24 20:34:48.0000001,15.627202361467099
2011-03-28 20:38:36.0000003,6.906821633694052
2011-03-28 20:38:36.0000004,6.494901198172582
2011-03-28 20:38:36.0000002,7.844505950292375
2011-08-14 20:36:28.0000004,7.071907366981888
2011-08-14 20:36:28.0000001,7.176308698827766
2011-08-14 20:36:28.0000003,22.184041107346104
2011-08-14 20:36:28.0000002,7.6615291624575725
2015-02-21 15:52:44.0000004,19.233937457791978
2015-02-21 15:52:44.0000003,8.859162150196383
2015-02-21 15:52:44.0000002,16.52726624899645
2015-02-21 15:52:44.0000001,8.990375776622612
2013-01-29 11:29:52.0000001,8.687126730153352
2014-09-12 19:03:48.0000001,8.907777197487626
2013-11-09 18:52:40.0000004,9.466644260347145
2013-11-09 18:52:40.0000002,11.659831566776075
2013-04-25 16:10:04.0000001,54.78189639853462
2013-04-25 16:10:04.0000002,8.844992248462853
2013-09-07 14:37:52.0000001,8.620616200891474
2013-09-07 14:37:52.0000002,8.819137403733441
2013-09-07 14:37:52.0000003,8.444180154458307
2011-05-21 13:16:20.0000004,7.130012161446785
2011-05-21 13:16:20.0000001,7.233653606496619
2011-05-21 13:16:20.0000003,8.014821559690091
2011-11-25 16:36:24.0000002,7.270035487520931
2011-11-25 16:36:24.0000001,9.487722799917
2015-01-31 20:54:04.0000001,8.308810082521378
2010-11-01 23:31:28.0000002,7.499701993446316
2010-11-01 23:31:28.0000001,8.259875382709875
2010-11-01 23:31:28.0000003,9.086201835839185
2011-03-24 15:57:04.0000003,7.190843618532142
2011-03-24 15:57:04.0000001,7.57303668753055
2010-05-10 10:37:04.0000005,7.307277335869986
2010-05-10 10:37:04.0000002,7.267491408777631
2010-05-10 10:37:04.0000003,10.137475016491639
2010-05-10 10:37:04.0000006,7.852317885369398
2012-06-09 16:53:44.0000002,7.768342981573805
2012-08-22 22:39:20.0000003,18.07306856470091
2012-08-22 22:39:20.0000001,7.203785571929105
2012-12-23 02:29:16.0000001,10.861959422826727
2012-06-30 15:55:12.0000004,10.224384408719015
2012-06-30 15:55:12.0000002,7.408765269294054
2012-06-30 15:55:12.0000003,10.993246065070691
2012-06-30 15:55:12.0000001,7.180903080678789
2011-10-02 23:36:00.00000056,10.233304686801048
2011-10-02 23:36:00.00000086,13.437097840110928
2011-10-02 23:36:00.00000081,17.247722664456788
2011-10-02 23:36:00.0000009,7.293930328002383
2011-10-02 23:36:00.00000041,12.203888001891093
2011-10-02 23:36:00.00000091,6.8961028646800315
2011-10-02 23:36:00.0000008,9.470612778181616
2011-10-02 23:36:00.00000015,29.71376338859061
2011-10-02 23:36:00.00000014,8.973216641179551
2011-10-02 23:36:00.00000047,8.25154898735045
2011-10-02 23:36:00.00000076,7.401664963494196
2011-10-02 23:36:00.00000011,7.816353366052122
2011-10-02 23:36:00.00000075,6.944906522144413
2011-10-02 23:36:00.00000035,7.4806205432651245
2011-10-02 23:36:00.00000099,8.98723647864809
2011-10-02 23:36:00.00000062,7.718560666136817
2011-10-02 23:36:00.00000085,7.219304881986907
2011-10-02 23:36:00.00000043,17.129027636615774
2011-10-02 23:36:00.00000071,9.235192597042552
2011-10-02 23:36:00.00000023,7.216881952976224
2011-10-02 23:36:00.00000092,7.331638210104522
2011-10-02 23:36:00.00000037,8.683378930373285
2011-10-02 23:36:00.00000083,9.966913048620805
2011-10-02 23:36:00.00000054,11.106714959298861
2011-10-02 23:36:00.00000073,9.711295188317326
2011-10-02 23:36:00.0000005,7.5984584588058715
2011-10-02 23:36:00.00000095,7.374100366423088
2011-10-02 23:36:00.00000088,8.1927399366914
2011-10-02 23:36:00.00000030,7.732652402585898
2011-10-02 23:36:00.0000007,10.508734286525403
2011-10-02 23:36:00.00000013,8.098203522685194
2011-10-02 23:36:00.00000065,28.825234905653694
2011-10-02 23:36:00.00000089,46.97406144676084
2011-10-02 23:36:00.00000096,8.136568277918668
2011-10-02 23:36:00.00000039,8.80218235457416
2011-10-02 23:36:00.00000038,27.92533855319785
2011-10-02 23:36:00.00000067,16.664178055195723
2011-10-02 23:36:00.00000077,8.973751340738234
2011-10-02 23:36:00.00000020,13.5792003221624
2011-10-02 23:36:00.00000063,18.814984256017595
2011-10-02 23:36:00.00000012,7.956387220068989
2011-10-02 23:36:00.00000058,15.716532299258857
2011-10-02 23:36:00.00000026,9.790035852908485
2011-10-02 23:36:00.00000074,19.234663594752128
2011-10-02 23:36:00.00000059,19.168775032022623
2011-10-02 23:36:00.00000090,13.941459509699369
2011-10-02 23:36:00.0000004,30.434890975323782
2011-10-02 23:36:00.0000003,16.837227268389277
2011-10-02 23:36:00.00000021,15.788472131897864
2011-10-02 23:36:00.00000097,7.952980082014846
2011-10-02 23:36:00.00000036,15.722425503856861
2011-10-02 23:36:00.00000024,22.3130353274814
2011-10-02 23:36:00.00000082,45.38406760545773
2011-10-02 23:36:00.000000100,7.940504077683638
2011-10-02 23:36:00.00000040,6.909218992971532
2011-10-02 23:36:00.00000022,7.262159786897336
2013-03-21 12:47:28.0000006,8.964730291571172
2013-03-21 12:47:28.0000008,10.722668345563527
