key,fare_amount
2015-01-27 13:08:24.0000002,9.103869
2015-01-27 13:08:24.0000003,9.040025
2011-10-08 11:53:44.0000002,5.7787156
2012-12-01 21:12:12.0000002,8.112534
2012-12-01 21:12:12.0000003,16.974308
2012-12-01 21:12:12.0000005,9.021279
2011-10-06 12:10:20.0000001,5.974142
2011-10-06 12:10:20.0000003,49.61142
2011-10-06 12:10:20.0000002,12.614097
2014-02-18 15:22:20.0000002,7.9786024
2014-02-18 15:22:20.0000003,9.860263
2014-02-18 15:22:20.0000001,16.422945
2010-03-29 20:20:32.0000002,4.8915753
2010-03-29 20:20:32.0000001,6.3624244
2011-10-06 03:59:12.0000002,7.9652414
2011-10-06 03:59:12.0000001,10.826253
2012-07-15 16:45:04.0000006,4.9741554
2012-07-15 16:45:04.0000002,7.7880836
2012-07-15 16:45:04.0000003,5.4526644
2012-07-15 16:45:04.0000004,5.759581
2014-10-29 02:09:56.0000001,9.56361
2014-06-14 13:39:00.00000010,8.718888
2014-06-14 13:39:00.00000060,8.123172
2014-06-14 13:39:00.00000087,8.979177
2014-06-14 13:39:00.00000050,17.06112
2014-06-14 13:39:00.0000003,7.5069304
2014-06-14 13:39:00.000000158,31.853628
2014-06-14 13:39:00.00000015,24.496489
2014-06-14 13:39:00.00000073,6.7931995
2014-06-14 13:39:00.00000077,17.158236
2014-06-14 13:39:00.000000145,8.57589
2014-06-14 13:39:00.00000079,7.270754
2014-06-14 13:39:00.000000121,6.1322103
2014-06-14 13:39:00.00000021,10.2693
2014-06-14 13:39:00.0000005,8.126997
2014-06-14 13:39:00.000000165,7.481963
2014-06-14 13:39:00.000000184,7.5286946
2014-06-14 13:39:00.00000059,7.176123
2014-06-14 13:39:00.00000070,8.796542
2014-06-14 13:39:00.00000068,6.372525
2014-06-14 13:39:00.000000133,19.219942
2014-06-14 13:39:00.000000128,11.780381
2014-06-14 13:39:00.000000136,21.416365
2014-06-14 13:39:00.00000017,9.897117
2014-06-14 13:39:00.000000111,7.5335155
2014-06-14 13:39:00.000000115,11.634978
2014-06-14 13:39:00.000000168,7.6305966
2014-06-14 13:39:00.00000031,7.8085294
2014-06-14 13:39:00.000000116,7.329356
2014-06-14 13:39:00.00000051,7.3488417
2014-06-14 13:39:00.000000193,12.330986
2014-06-14 13:39:00.000000132,13.455462
2014-06-14 13:39:00.000000167,21.60161
2014-06-14 13:39:00.00000044,7.232026
2014-06-14 13:39:00.000000138,8.700784
2014-06-14 13:39:00.00000066,14.855884
2014-06-14 13:39:00.00000063,10.89409
2014-06-14 13:39:00.000000154,10.7190485
2014-06-14 13:39:00.00000097,14.675815
2014-06-14 13:39:00.00000067,13.036771
2014-06-14 13:39:00.000000179,8.983126
2014-06-14 13:39:00.00000092,10.49622
2014-06-14 13:39:00.00000029,7.2602234
2014-06-14 13:39:00.000000177,7.4925423
2014-06-14 13:39:00.000000192,7.9453044
2014-06-14 13:39:00.000000181,6.7452054
2014-06-14 13:39:00.000000120,10.94986
2014-06-14 13:39:00.0000008,7.2064347
2014-06-14 13:39:00.000000103,6.871808
2014-06-14 13:39:00.00000049,16.93972
2014-06-14 13:39:00.000000108,7.757702
2014-06-14 13:39:00.00000072,7.858186
2014-06-14 13:39:00.000000182,12.013697
2014-06-14 13:39:00.00000061,7.353239
2014-06-14 13:39:00.00000093,10.499832
2014-06-14 13:39:00.000000170,12.221634
2014-06-14 13:39:00.000000147,47.200283
2014-06-14 13:39:00.000000140,7.6083612
