key,fare_amount
2015-01-27 13:08:24.0000002,9.815
2015-01-27 13:08:24.0000003,10.49
2011-10-08 11:53:44.0000002,5.335
2012-12-01 21:12:12.0000002,8.814
2012-12-01 21:12:12.0000003,16.778000000000002
2012-12-01 21:12:12.0000005,10.137
2011-10-06 12:10:20.0000001,5.469999999999999
2011-10-06 12:10:20.0000003,49.23780000000008
2011-10-06 12:10:20.0000002,10.462999999999997
2014-02-18 15:22:20.0000002,6.635
2014-02-18 15:22:20.0000003,10.205
2014-02-18 15:22:20.0000001,18.7233
2010-03-29 20:20:32.0000002,5.189999999999998
2010-03-29 20:20:32.0000001,7.434999999999998
2011-10-06 03:59:12.0000002,7.962999999999998
2011-10-06 03:59:12.0000001,10.646000000000006
2012-07-15 16:45:04.0000006,6.7280000000000015
2012-07-15 16:45:04.0000002,7.705999999999998
2012-07-15 16:45:04.0000003,6.0169999999999995
2012-07-15 16:45:04.0000004,4.955999999999998
2014-10-29 02:09:56.0000001,8.446200000000001
2014-06-14 13:39:00.00000010,8.68
2014-06-14 13:39:00.00000060,7.365
2014-06-14 13:39:00.00000087,7.915
2014-06-14 13:39:00.00000050,16.25
2014-06-14 13:39:00.0000003,6.695
2014-06-14 13:39:00.000000158,37.43429999999999
2014-06-14 13:39:00.00000015,25.85
2014-06-14 13:39:00.00000073,5.46
2014-06-14 13:39:00.00000077,14.918299999999999
2014-06-14 13:39:00.000000145,9.65
2014-06-14 13:39:00.00000079,6.515
2014-06-14 13:39:00.000000121,5.37
2014-06-14 13:39:00.00000021,10.785
2014-06-14 13:39:00.0000005,8.485
2014-06-14 13:39:00.000000165,7.13
2014-06-14 13:39:00.000000184,6.2
2014-06-14 13:39:00.00000059,6.475
2014-06-14 13:39:00.00000070,8.63
2014-06-14 13:39:00.00000068,5.03
2014-06-14 13:39:00.000000133,18.01
2014-06-14 13:39:00.000000128,9.19
2014-06-14 13:39:00.000000136,20.147000000000002
2014-06-14 13:39:00.00000017,10.985
2014-06-14 13:39:00.000000111,6.81
2014-06-14 13:39:00.000000115,11.15
2014-06-14 13:39:00.000000168,5.67
2014-06-14 13:39:00.00000031,7.495
2014-06-14 13:39:00.000000116,5.63
